30,48382,151,1494663180,1494794383
106,8540,78,1494635755,1494835958
106,8540,149,1498383835,1498499059
106,20816,65,1494661105,1494827593
106,28905,19,1494634666,1494767554
106,28905,171,1497643549,1497824035
106,28905,242,1494590891,1494815231
106,60168,33,1494594182,1494816639
106,64560,74,1494654474,1494772472
106,51786,108,1494597706,1494766101
229,28905,65,1494600033,1494807934
229,24137,65,1494584615,1494800936
330,28905,150,1494583924,1494784474
330,59884,221,1494586606,1494795314
760,29023,101,1496723916,1496907315
760,9892,101,1494589054,1494784966
1127,28905,159,1496283889,1496535961
1280,11587,25,1494653855,1494779834
1280,28905,8,1496852711,1497021722
1280,30926,139,1498733984,1498868997
1309,69189,176,1498164251,1498283456
1555,45285,74,1494580275,1494808064
1555,5061,74,1494658636,1494818453
1584,45285,234,1494649147,1494761585
1584,27718,234,1495293226,1495466599
1746,28905,71,1495376845,1495524358
1746,45285,71,1496332279,1496512644
1763,28905,116,1494627765,1494798621
1763,28905,129,1494583625,1494783724
1763,45285,116,1494651591,1494808680
1763,48603,129,1494605978,1494796204
1763,28905,245,1497572250,1497713987
1893,28905,20,1494599155,1494813827
1893,11754,33,1494641603,1494794578
1948,28905,151,1497480238,1497592272
2032,29583,198,1494582590,1494828039
2146,28567,242,1494657442,1494821336
2438,28905,65,1494593262,1494761425
2867,9780,20,1494636960,1494802764
2867,65912,150,1497495980,1497670054
2867,45285,164,1494661265,1494826648
2867,52584,20,1494598032,1494830156
2867,52584,198,1494652774,1494787420
2867,68924,78,1494630999,1494825427
2880,27718,65,1494602982,1494801420
2880,27718,99,1494605830,1494815687
2880,28905,8,1494664548,1494819301
2880,62565,93,1498651820,1498813445
2880,28905,151,1494584832,1494758189
2880,45285,65,1494604100,1494805120
2880,63492,204,1494584922,1494818346
2976,28905,176,1494601959,1494757872
2976,28905,197,1497311612,1497546667
3022,29828,243,1494609902,1494797655
3388,28905,110,1494597060,1494806601
3388,10100,178,1494602023,1494807178
3388,66409,129,1494606179,1494803791
3388,66409,178,1494644919,1494781332
3427,28905,20,1494648366,1494777901
3464,28905,74,1494662773,1494816805
3464,68710,65,1494661729,1494757888
3465,3005,35,1494614518,1494809125
3524,9571,33,1494584777,1494760397
3524,45285,237,1497001389,1497134646
3524,22690,33,1494602931,1494776677
3524,28905,147,1494622929,1494787019
3524,20816,151,1495294540,1495444197
3524,28905,153,1494846354,1494982253
3524,60642,237,1494652477,1494811999
3524,49214,151,1494584244,1494787527
3524,52915,33,1494626674,1494813851
3524,51720,33,1495167345,1495307643
3524,60642,198,1496499914,1496678703
3623,28905,238,1494609484,1494769189
3623,43602,105,1494993828,1495108779
3623,66652,105,1494627928,1494836810
3633,10722,74,1494665265,1494822595
3633,14294,20,1494662668,1494753549
3633,19278,237,1494652258,1494832024
3633,19802,164,1494642411,1494758123
3633,62084,93,1498653336,1498837876
3633,20190,237,1497628782,1497807755
3633,26930,20,1494659454,1494791380
3633,28905,8,1498330407,1498508940
3633,28905,20,1494900792,1495113629
3633,28905,65,1495204159,1495380367
3633,28905,167,1495302596,1495480908
3633,28905,209,1498561822,1498740891
3633,28905,238,1494641096,1494793307
3633,60926,151,1494588636,1494792669
3648,28905,20,1494619554,1494769390
3735,28541,176,1497298301,1497442734
3784,20816,20,1497668151,1497841517
3784,33004,20,1495001491,1495201919
3784,29828,74,1497612093,1497763035
3784,29834,74,1494648259,1494808988
3784,29834,151,1494633525,1494769908
3944,21233,220,1494581572,1494807372
3990,60642,151,1495961872,1496100451
3990,39520,151,1494627342,1494759663
4354,28905,8,1498801565,1498976344
4620,47139,198,1494592185,1494836494
4620,1355,234,1498349262,1498568791
4620,60642,14,1494735882,1494935287
4865,16101,65,1494595780,1494789451
5061,14294,33,1496060322,1496181767
5061,63492,237,1494648520,1494780605
5061,28905,71,1496562572,1496699143
5061,28905,147,1498431143,1498571927
5061,61427,237,1495687739,1495830808
5061,29834,151,1494608469,1494781050
5061,60642,33,1498227087,1498440480
5081,24861,36,1494615802,1494826077
5081,28905,112,1496437585,1496592913
5340,69203,178,1494658420,1494761638
5502,2032,198,1498151848,1498359669
5502,3784,198,1495395761,1495516477
5502,27955,237,1496275354,1496441400
5502,28905,33,1494654465,1494789854
5502,28905,243,1496530702,1496772753
5502,45826,237,1494662407,1494811207
5592,7469,242,1498526933,1498672828
5592,66652,20,1494594468,1494772207
5592,28905,214,1494625734,1494826205
5929,28567,242,1494584318,1494757069
5980,23510,237,1498328823,1498529039
6184,28905,237,1494583190,1494833265
6184,28905,238,1494587557,1494818053
6262,36463,204,1494592778,1494790452
6262,64560,204,1494640833,1494783770
6366,1280,8,1494633383,1494772104
6486,8540,108,1494645865,1494813891
6486,28905,178,1495667866,1495893945
6486,33808,74,1494593795,1494771769
6486,33808,158,1494657224,1494790211
6685,28905,11,1494663556,1494832051
6746,67443,220,1494625808,1494827449
6746,56887,78,1494648247,1494823992
6875,28905,33,1496522077,1496723463
6875,7230,64,1494628166,1494801781
6875,66652,151,1494589209,1494816435
7088,11587,69,1494622451,1494776480
7088,28905,69,1494637157,1494813697
7133,26464,74,1494607785,1494827018
7133,28905,65,1494648620,1494778840
7465,45285,20,1494579656,1494754754
7466,28905,69,1494963538,1495120610
7466,23185,198,1494639228,1494813840
7532,45285,198,1494613172,1494769069
7532,59188,198,1494641254,1494772316
7630,7466,74,1498394993,1498526228
7685,30706,65,1498399833,1498509053
7812,28905,151,1494581741,1494787771
8321,28905,74,1494865639,1495038940
8540,28905,204,1494604588,1494769217
8540,29952,74,1494595083,1494836370
8540,9346,238,1498529065,1498764274
8540,61213,164,1494597819,1494756766
9346,2829,69,1495789683,1495905001
9346,20094,69,1494659557,1494765773
9346,25442,34,1497256655,1497393896
9346,28905,34,1494639291,1494834890
9346,28905,99,1496044116,1496248438
9346,28905,142,1494608839,1494788340
9346,53574,144,1494597919,1494782589
9346,45285,34,1497773834,1497923667
9346,51207,69,1498355801,1498502012
9571,3524,33,1494609104,1494798658
9571,23185,64,1494627963,1494765723
9571,68924,74,1497536323,1497716730
9571,60642,33,1495912286,1496082646
9571,68927,33,1494642952,1494757031
9683,28905,220,1495667988,1495798576
9683,23185,35,1494583258,1494776086
9683,60168,151,1494605627,1494777884
9683,64055,151,1494602859,1494815270
9683,64950,220,1495482577,1495676959
9892,27495,33,1498435660,1498676169
9892,21066,33,1494631825,1494806851
9892,28905,90,1496848308,1496970157
9892,28905,93,1495289527,1495454098
9892,42150,104,1498334679,1498428875
9892,36228,147,1497291475,1497484014
9892,28905,164,1494611113,1494812853
9892,32403,237,1494655621,1494774999
9892,30931,20,1494655569,1494790931
9892,45285,147,1496293966,1496413894
9892,60238,139,1496421053,1496617061
9892,38113,139,1495110759,1495252491
9892,39865,238,1494591031,1494808317
9892,41292,8,1494614587,1494782139
9892,11587,8,1494625089,1494778729
9892,9892,139,1495603958,1495791756
9892,48775,238,1494589742,1494781561
9892,52584,8,1497406491,1497632725
9892,19195,151,1494583631,1494768986
9892,45285,238,1497450249,1497598831
9892,58816,116,1494656185,1494812431
9892,59296,65,1494950982,1495115670
9892,50107,74,1494652236,1494752666
9892,61598,20,1494588330,1494768271
9892,61598,147,1494580466,1494829070
9892,64560,131,1494654848,1494807657
10100,3990,8,1497158402,1497351804
10100,28338,166,1495990490,1496198727
10100,39520,65,1496599818,1496763826
10108,60642,90,1494611392,1494777603
10151,28905,71,1494596280,1494757495
10151,28905,204,1494617991,1494778823
10151,48382,8,1494655363,1494825298
10151,48382,198,1494587963,1494813102
10270,14294,237,1494649938,1494824083
10456,28905,71,1497196496,1497420131
10456,28905,74,1494586097,1494794789
10456,28905,90,1495226750,1495359924
10649,28505,151,1494657789,1494815664
10649,28905,149,1494652367,1494757956
10649,42589,151,1494598422,1494810212
10704,64560,8,1496207051,1496447919
10704,28905,99,1494590263,1494827318
10704,28905,151,1494649779,1494778494
10704,66282,242,1494654163,1494797948
10982,34885,147,1494615975,1494756852
11046,60442,139,1498560924,1498726399
11046,61419,8,1496302771,1496541918
11112,21685,74,1494586027,1494781884
11513,3337,158,1494611990,1494794944
11587,27718,139,1494633841,1494762572
11587,28905,69,1494613454,1494756088
11587,30522,74,1494651590,1494778866
11587,28905,116,1494621049,1494764981
11587,45285,8,1496287193,1496443220
11587,45285,116,1494621652,1494830843
11587,52584,93,1494649676,1494831318
11660,28905,220,1496025956,1496243726
11662,66270,167,1494616721,1494797851
11662,66270,198,1497097965,1497307209
11754,26529,69,1495394639,1495570203
11754,19281,151,1498466333,1498630734
11754,41944,151,1494592014,1494806094
11754,55938,151,1497408056,1497586549
11754,49214,108,1494600671,1494781972
11793,28905,144,1494612302,1494809656
11861,45285,15,1494588892,1494828486
11861,17455,46,1494613500,1494808847
11861,28905,234,1494649487,1494784534
11861,55504,238,1494594938,1494813926
11861,12313,65,1496627220,1496786317
11861,2954,164,1494615262,1494798394
12313,12323,198,1494613868,1494785039
12313,45285,198,1494605090,1494832712
12323,52821,65,1494657295,1494755313
12323,52821,242,1494650875,1494826696
12565,62334,74,1494607188,1494778263
12713,3524,74,1494616478,1494783486
12713,5061,74,1494632126,1494832449
12713,12713,237,1494620967,1494785253
12713,23185,147,1494587813,1494771674
12713,28905,17,1494602216,1494816418
12713,28905,147,1494627769,1494766417
12713,30055,14,1494636750,1494796097
12713,56226,71,1496903698,1497079113
12713,29828,178,1495684087,1495873092
12713,28905,198,1494825388,1494982241
12713,60642,85,1494580787,1494811502
12748,49081,243,1497788590,1497961378
12748,33808,243,1494987376,1495195757
12748,39520,243,1494606407,1494825620
12748,45285,243,1497302732,1497536576
12748,28905,243,1495680991,1495852514
12752,21657,198,1496337155,1496554885
12885,49214,71,1494603135,1494773618
12929,29821,8,1494646681,1494822648
12985,28905,33,1494783815,1494902612
12985,46674,33,1495084572,1495261833
13254,12752,111,1494621126,1494834120
13254,45826,151,1494633699,1494767708
13254,47225,71,1494585416,1494822116
13436,28905,69,1494591806,1494833035
13436,28905,198,1494594037,1494758796
13465,8540,108,1494647283,1494794273
13465,8540,178,1495669122,1495880435
13465,45285,74,1498282142,1498446621
13687,28905,20,1495666607,1495880401
13804,29435,74,1494594767,1494813006
13804,46412,74,1496084448,1496245604
13984,55049,74,1494641998,1494828387
13984,45285,116,1496929323,1497127862
13984,28905,74,1497825208,1498000609
13984,60926,198,1496415668,1496588060
14294,29828,114,1496464043,1496625848
14294,28905,20,1495063309,1495283529
14294,28905,33,1498340109,1498451091
14294,28905,242,1496487644,1496689002
14294,28905,114,1496685429,1496919625
14294,41346,74,1494654945,1494752846
14294,56226,242,1494658816,1494834011
14523,42806,71,1494629267,1494795032
14676,28905,20,1494586784,1494814363
14676,45525,74,1495679982,1495913979
14676,45285,74,1494624393,1494826517
14704,11660,69,1494618307,1494753431
14859,11861,158,1495380562,1495534718
14946,24137,20,1494585474,1494802214
14946,37480,234,1496717912,1496911851
14993,28905,74,1494645323,1494783926
15126,68710,111,1494587533,1494783177
15126,68710,242,1494648544,1494825620
15800,28905,237,1494659622,1494798044
16526,28905,69,1498447809,1498646400
16660,15596,176,1494620875,1494809265
16660,4620,198,1494592623,1494776423
16833,26464,147,1494625891,1494767012
16987,28905,74,1494637985,1494806902
17010,28601,139,1496460526,1496606819
17010,45285,8,1494612983,1494804181
17212,28905,33,1494641387,1494810552
17212,28905,197,1494585864,1494805240
17349,22737,178,1494650739,1494830363
17349,22737,237,1498323818,1498549623
17371,61807,85,1494599170,1494780900
17371,69474,198,1494664663,1494785557
17455,3824,65,1494660312,1494784290
17455,1584,198,1496932804,1497113056
17455,20686,65,1494640144,1494828945
17455,49194,33,1494654075,1494813725
17455,52821,150,1494591341,1494803666
17455,61741,33,1497235407,1497461146
17455,61741,93,1494603928,1494762787
17651,28905,29,1495729142,1495917660
17884,9048,74,1498312870,1498494398
17992,30108,209,1494648246,1494823729
18241,45285,74,1498728887,1498971323
18337,55656,29,1496130528,1496295031
18397,51720,33,1497684637,1497826171
18397,20686,71,1496152353,1496292027
18397,28905,116,1494624960,1494789172
18397,9683,33,1494893931,1495027343
18656,67443,143,1494581691,1494793950
18688,28905,8,1496851376,1497043797
18802,67469,8,1494599059,1494807174
18802,1296,71,1494614554,1494761601
18933,28905,8,1498215082,1498360012
18933,28905,71,1494622713,1494777982
18933,28905,115,1494650067,1494767273
18933,45915,237,1496998899,1497139089
18933,45285,20,1496031895,1496191934
18933,61907,101,1494634091,1494777448
18938,3944,220,1494617243,1494774098
18938,6486,74,1494617207,1494785238
18938,19281,220,1496442079,1496597944
18938,28905,11,1497153884,1497371964
18938,28905,31,1494584887,1494801109
18938,62568,220,1494600695,1494801058
18938,30931,236,1498385460,1498604370
18938,35093,69,1494658731,1494815988
18938,36958,220,1494635128,1494774638
18938,22840,74,1494605739,1494817325
18938,57185,198,1494626827,1494759354
18972,20914,69,1494618820,1494755602
18972,28905,78,1494610411,1494824481
18972,62299,78,1496842940,1497023376
19121,28905,90,1494631100,1494820856
19259,28905,234,1494614364,1494784579
19278,3633,237,1494648682,1494789405
19281,64051,8,1494623601,1494837951
19281,26210,197,1494612356,1494826570
